Name,Link,Birth Date,Height (meter),Weight (Kg),Nationalities,Total points,Per Game Point,Total Rebounds,Per Game Rebounds,Total Assists,Per Game Assists
Deb Smith,https://en.wikipedia.org/wiki/Deb_Smith,1920-01-07,1.91,82.0,American,,,,,,
Derek Smith,https://en.wikipedia.org/wiki/Derek_Smith_(basketball),1961-11-01,1.98,93.0,American,5232.0,12.8,1300.0,3.2,866.0,2.1
Don Smith,"https://en.wikipedia.org/wiki/Don_Smith_(basketball,_born_1910)",1910-10-18,1.83,77.0,American,,,,,,
Don Smith,"https://en.wikipedia.org/wiki/Don_Smith_(basketball,_born_1920)",1920-07-27,1.88,86.0,American,,,,,,
Don Smith,"https://en.wikipedia.org/wiki/Don_Smith_(basketball,_born_1951)",1951-10-10,1.83,73.0,American,283.0,5.2,30.0,0.6,47.0,0.9
Donta Smith,https://en.wikipedia.org/wiki/Donta_Smith,1983-11-27,2.01,100.0,"American,Venezuelan",,,,,,
Doug Smith,https://en.wikipedia.org/wiki/Doug_Smith_(basketball),1969-09-17,2.08,100.0,American,2356.0,8.0,1234.0,4.2,400.0,1.4
Ed Smith,https://en.wikipedia.org/wiki/Ed_Smith_(basketball),1929-07-05,1.98,82.0,American,,,,,,
Elmore Smith,https://en.wikipedia.org/wiki/Elmore_Smith,1949-05-09,2.13,113.0,American,7541.0,13.4,5962.0,10.6,,
Garfield Smith,https://en.wikipedia.org/wiki/Garfield_Smith,1945-11-18,2.06,107.0,American,,,,,,
Greg Smith,"https://en.wikipedia.org/wiki/Greg_Smith_(basketball,_born_1947)",1947-06-28,1.96,88.0,American,4097.0,7.8,3249.0,6.2,969.0,1.8
Greg Smith,"https://en.wikipedia.org/wiki/Greg_Smith_(basketball,_born_1991)",1991-01-08,2.08,113.0,American,,,,,,
Ish Smith,https://en.wikipedia.org/wiki/Ish_Smith,1988-07-05,1.83,79.0,American,,,,,,
Jabari Smith,https://en.wikipedia.org/wiki/Jabari_Smith,1977-04-12,2.11,113.0,American,,,,,,
Jason Smith,"https://en.wikipedia.org/wiki/Jason_Smith_(basketball,_born_1986)",1986-03-02,2.13,109.0,American,,,,,,
Jerry Smith,https://en.wikipedia.org/wiki/Jerry_Smith_(basketball),1987-09-26,1.88,88.0,American,,,,,,
Jim Smith,"https://en.wikipedia.org/wiki/Jim_Smith_(basketball,_born_1958)",1958-04-12,2.06,102.0,American,,,,,,
Joe Smith,https://en.wikipedia.org/wiki/Joe_Smith_(basketball),1975-07-26,2.08,102.0,American,11208.0,10.9,6575.0,6.4,,
John Smith,https://en.wikipedia.org/wiki/John_Smith_(basketball),1944-05-24,2.13,107.0,American,,,,,,
Josh Smith,https://en.wikipedia.org/wiki/Josh_Smith,1985-12-05,2.06,102.0,American,,,,,,
Keith Smith,https://en.wikipedia.org/wiki/Keith_Smith_(basketball),1964-03-09,1.91,82.0,American,,,,,,
Ken Smith,"https://en.wikipedia.org/wiki/Ken_Smith_(basketball,_born_1953)",1953-07-12,2.01,84.0,American,,,,,,
Kenny Smith,https://en.wikipedia.org/wiki/Kenny_Smith,1965-03-08,1.91,77.0,American,9397.0,12.8,1454.0,2.0,4073.0,5.5
LaBradford Smith,https://en.wikipedia.org/wiki/LaBradford_Smith,1969-04-03,1.91,91.0,American,1218.0,6.7,271.0,1.5,394.0,2.2
Larry Smith,https://en.wikipedia.org/wiki/Larry_Smith_(basketball),1958-01-18,2.03,98.0,American,5904.0,6.7,8125.0,9.2,941.0,1.1
Leon Smith,https://en.wikipedia.org/wiki/Leon_Smith_(basketball),1980-11-02,2.08,107.0,American,,,,,,
Michael Smith,"https://en.wikipedia.org/wiki/Michael_Smith_(basketball,_born_1965)",1965-05-19,2.08,102.0,American,,,,,,
Michael Smith,"https://en.wikipedia.org/wiki/Michael_Smith_(basketball,_born_1972)",1972-03-28,2.03,104.0,American,2527.0,5.6,3193.0,7.1,661.0,1.5
Mike Smith,"https://en.wikipedia.org/wiki/Mike_Smith_(basketball,_born_1976)",1976-04-15,2.03,88.0,American,,,,,,
Nolan Smith,https://en.wikipedia.org/wiki/Nolan_Smith,1988-07-25,1.88,84.0,American,,,,,,
Otis Smith,https://en.wikipedia.org/wiki/Otis_Smith_(basketball),1964-01-30,1.96,95.0,American,3951.0,10.5,1416.0,3.8,,
Pete Smith,https://en.wikipedia.org/wiki/Pete_Smith_(basketball),,,,,,,,,,
Phil Smith,https://en.wikipedia.org/wiki/Phil_Smith_(basketball),1952-04-22,1.93,84.0,American,9924.0,15.1,1978.0,3.0,2561.0,3.9
Randy Smith,https://en.wikipedia.org/wiki/Randy_Smith_(basketball),1948-12-12,1.91,82.0,American,16262.0,16.7,,,4487.0,4.6
Reggie Smith,https://en.wikipedia.org/wiki/Reggie_Smith_(basketball),1970-08-21,2.08,109.0,American,,,,,,
Robert Smith,https://en.wikipedia.org/wiki/Robert_Smith_(basketball),1955-03-10,1.8,75.0,American,,,,,,
Russ Smith,https://en.wikipedia.org/wiki/Russ_Smith_(basketball),1991-04-19,1.85,73.0,American,,,,,,
Sam Smith,"https://en.wikipedia.org/wiki/Sam_Smith_(basketball,_born_1944)",1944-01-27,2.01,104.0,American,,,,,,
Sam Smith,"https://en.wikipedia.org/wiki/Sam_Smith_(basketball,_born_1955)",1955-01-08,1.93,91.0,American,,,,,,
Steve Smith,https://en.wikipedia.org/wiki/Steve_Smith_(basketball),1969-03-31,2.03,100.0,American,13430.0,14.3,3060.0,3.2,2922.0,3.1
Steven Smith,https://en.wikipedia.org/wiki/Steven_Smith_(basketball),1983-04-12,2.06,113.0,American,,,,,,
Stevin Smith,https://en.wikipedia.org/wiki/Stevin_Smith,1972-01-24,1.85,88.0,American,,,,,,
Theron Smith,https://en.wikipedia.org/wiki/Theron_Smith,1980-10-03,2.03,118.0,American,,,,,,
Tom Smith,https://en.wikipedia.org/wiki/Tom_Smith_(basketball),1944-09-08,,,,,,,,,
Tony Smith,https://en.wikipedia.org/wiki/Tony_Smith_(basketball),1968-06-14,1.91,84.0,American,2504.0,5.5,735.0,1.6,881.0,1.9
Wee Willie Smith,https://en.wikipedia.org/wiki/Wee_Willie_Smith,1911-04-22,1.96,104.0,American,,,,,,
William Smith,https://en.wikipedia.org/wiki/William_Smith_(basketball),,,,,,,,,,
Willie Smith,https://en.wikipedia.org/wiki/Willie_Smith_(basketball),1953-10-26,1.88,77.0,American,,,,,,
Rik Smits,https://en.wikipedia.org/wiki/Rik_Smits,1966-08-23,2.24,113.0,Dutch,12871.0,14.8,5277.0,6.1,,
Mike Smrek,https://en.wikipedia.org/wiki/Mike_Smrek,1962-08-31,2.13,113.0,Canadian,,,,,,
Joe Smyth,https://en.wikipedia.org/wiki/Joe_Smyth_(basketball),1929-05-22,1.91,98.0,American,,,,,,
Tony Snell,https://en.wikipedia.org/wiki/Tony_Snell_(basketball),1991-11-10,2.01,98.0,American,,,,,,
Eric Snow,https://en.wikipedia.org/wiki/Eric_Snow,1973-04-24,1.91,94.0,American,5791.0,6.7,,,4245.0,5.0
Dick Snyder,https://en.wikipedia.org/wiki/Dick_Snyder,1944-02-01,1.96,94.0,American,11755.0,12.2,2732.0,2.8,2767.0,2.9
Kirk Snyder,https://en.wikipedia.org/wiki/Kirk_Snyder,1983-06-05,1.98,102.0,American,,,,,,
Chips Sobek,https://en.wikipedia.org/wiki/Chips_Sobek,1920-02-10,1.83,82.0,American,,,,,,
Ricky Sobers,https://en.wikipedia.org/wiki/Ricky_Sobers,1953-01-15,1.91,90.0,American,10902.0,13.3,,,3525.0,4.3
Ron Sobieszczyk,https://en.wikipedia.org/wiki/Ron_Sobieszczyk,1934-08-21,1.91,84.0,American,1619.0,8.4,791.0,4.1,553.0,1.8
Mike Sojourner,https://en.wikipedia.org/wiki/Mike_Sojourner,1953-10-16,2.06,102.0,American,1658.0,8.7,1237.0,6.5,172.0,0.9
Willie Sojourner,https://en.wikipedia.org/wiki/Willie_Sojourner,,,,,,,,,,
Will Solomon,https://en.wikipedia.org/wiki/Will_Solomon,1978-07-20,1.85,84.0,American,,,,,,
Willie Somerset,https://en.wikipedia.org/wiki/Willie_Somerset,1942-03-17,1.73,77.0,American,3129.0,21.9,652.0,4.6,514.0,3.6
Darius Songaila,https://en.wikipedia.org/wiki/Darius_Songaila,1978-02-14,2.06,112.0,Lithuanian,3415.0,6.9,1689.0,3.4,589.0,1.2
Dave Sorenson,https://en.wikipedia.org/wiki/Dave_Sorenson,1948-07-08,2.03,102.0,American,,,,,,
Joe Sotak,https://en.wikipedia.org/wiki/Joe_Sotak,1914-02-09,1.88,95.0,American,,,,,,
James Southerland,https://en.wikipedia.org/wiki/James_Southerland,1990-04-28,2.03,100.0,American,,,,,,
Gino Sovran,https://en.wikipedia.org/wiki/Gino_Sovran,1924-12-17,1.88,79.0,Canadian,,,,,,
Pape Sow,https://en.wikipedia.org/wiki/Pape_Sow,1981-11-22,2.08,113.0,Senegalese,,,,,,
Ken Spain,https://en.wikipedia.org/wiki/Ken_Spain,1946-10-06,2.06,102.0,American,,,,,,
Jim Spanarkel,https://en.wikipedia.org/wiki/Jim_Spanarkel,1957-06-28,1.96,86.0,American,2505.0,9.7,652.0,2.5,572.0,2.2
Vassilis Spanoulis,https://en.wikipedia.org/wiki/Vassilis_Spanoulis,1982-08-07,1.93,95.0,Greece,,,,,,
Dan Sparks,https://en.wikipedia.org/wiki/Dan_Sparks_(basketball),1945-04-17,2.03,91.0,American,,,,,,
Guy Sparrow,https://en.wikipedia.org/wiki/Guy_Sparrow_(basketball),1932-11-02,1.98,99.0,American,1167.0,7.8,728.0,4.9,142.0,0.9
Rory Sparrow,https://en.wikipedia.org/wiki/Rory_Sparrow,1958-06-12,1.88,79.0,American,7557.0,9.0,1755.0,2.1,4192.0,5.0
Odie Spears,https://en.wikipedia.org/wiki/Odie_Spears,1925-06-26,1.96,93.0,American,4161.0,8.7,1409.0,4.0,917.0,1.9
Art Spector,https://en.wikipedia.org/wiki/Art_Spector,1920-10-17,1.93,91.0,,,,,,,
Marreese Speights,https://en.wikipedia.org/wiki/Marreese_Speights,1987-08-04,2.08,116.0,American,,,,,,
Andre Spencer,https://en.wikipedia.org/wiki/Andre_Spencer,1964-07-20,1.98,95.0,American,,,,,,
Elmore Spencer,https://en.wikipedia.org/wiki/Elmore_Spencer,1969-12-06,2.13,122.0,American,923.0,5.9,555.0,3.5,,
Felton Spencer,https://en.wikipedia.org/wiki/Felton_Spencer,1968-01-05,2.18,132.0,American,3354.0,5.2,3436.0,5.4,,
Lou Spicer,https://en.wikipedia.org/wiki/Lou_Spicer,,,,,,,,,,
Craig Spitzer,https://en.wikipedia.org/wiki/Craig_Spitzer,,,,,,,,,,
Tiago Splitter,https://en.wikipedia.org/wiki/Tiago_Splitter,1985-01-01,2.11,111.0,Brazilian,,,,,,
Art Spoelstra,https://en.wikipedia.org/wiki/Art_Spoelstra,1932-09-11,2.06,100.0,American,2012.0,7.2,1273.0,4.6,266.0,1.0
Edward Spotovich,https://en.wikipedia.org/wiki/Edward_Spotovich,1916-05-06,1.88,86.0,American,,,,,,
Bruce Spraggins,https://en.wikipedia.org/wiki/Bruce_Spraggins,,1.96,85.0,American,,,,,,
Latrell Sprewell,https://en.wikipedia.org/wiki/Latrell_Sprewell,1970-09-08,1.96,88.0,American,16712.0,18.3,,,3664.0,4.0
Larry Spriggs,https://en.wikipedia.org/wiki/Larry_Spriggs,1959-09-08,2.01,104.0,American,,,,,,
Jim Springer,https://en.wikipedia.org/wiki/Jim_Springer,1926-06-17,2.06,107.0,American,,,,,,
Jim Spruill,https://en.wikipedia.org/wiki/Jim_Spruill,1923-02-26,1.88,102.0,American,,,,,,
Joe Stack,https://en.wikipedia.org/wiki/Joe_Stack_(basketball),1912-11-05,1.78,84.0,American,,,,,,
Ryan Stack,https://en.wikipedia.org/wiki/Ryan_Stack,1975-07-24,2.11,98.0,"American,Macedonian",,,,,,
Jerry Stackhouse,https://en.wikipedia.org/wiki/Jerry_Stackhouse,1974-11-05,1.98,99.0,American,16409.0,16.9,3067.0,3.2,3240.0,3.3
Kevin Stacom,https://en.wikipedia.org/wiki/Kevin_Stacom,1951-09-04,1.91,84.0,American,1781.0,5.1,511.0,1.5,524.0,1.5
Erv Staggs,https://en.wikipedia.org/wiki/Erv_Staggs,1948-09-01,1.98,88.0,American,,,,,,
Dave Stallworth,https://en.wikipedia.org/wiki/Dave_Stallworth,1941-12-20,2.01,91.0,American,4860.0,9.3,2453.0,4.7,872.0,1.7
Isaac Stallworth,https://en.wikipedia.org/wiki/Isaac_Stallworth,1950-01-18,1.96,86.0,American,2403.0,7.7,861.0,2.8,213.0,0.7
Howard Stammler,https://en.wikipedia.org/wiki/Howard_Stammler,1911-07-23,1.78,70.0,American,,,,,,
Ed Stanczak,https://en.wikipedia.org/wiki/Ed_Stanczak,1921-08-15,1.85,84.0,American,,,,,,
Terence Stansbury,https://en.wikipedia.org/wiki/Terence_Stansbury,1961-02-27,1.96,77.0,American,,,,,,
Clovis Stark,https://en.wikipedia.org/wiki/Clovis_Stark,1914-10-06,1.93,79.0,American,,,,,,
John Starks,https://en.wikipedia.org/wiki/John_Starks_(basketball),1965-08-10,1.96,82.0,American,10829.0,12.5,2129.0,2.5,3085.0,3.6
Keith Starr,https://en.wikipedia.org/wiki/Keith_Starr,1954-03-14,1.98,86.0,American,,,,,,
Nik Stauskas,https://en.wikipedia.org/wiki/Nik_Stauskas,1993-10-07,1.98,93.0,Canadian,,,,,,
Larry Staverman,https://en.wikipedia.org/wiki/Larry_Staverman,1936-10-11,2.06,93.0,American,1237.0,4.7,1019.0,3.8,251.0,0.9
Larry Steele,https://en.wikipedia.org/wiki/Larry_Steele,1949-05-05,1.96,82.0,American,5009.0,8.2,1781.0,2.9,1719.0,2.8
Matt Steigenga,https://en.wikipedia.org/wiki/Matt_Steigenga,1970-03-27,2.01,102.0,American,,,,,,
Jerry Steiner,https://en.wikipedia.org/wiki/Jerry_Steiner,1918-01-07,1.7,73.0,American,,,,,,
Vladimir Stepania,https://en.wikipedia.org/wiki/Vladimir_Stepania,1976-05-08,2.13,107.0,"Georgian,Slovenian",1118.0,4.1,1180.0,4.4,,
John Stephans,https://en.wikipedia.org/wiki/John_Stephans,1921-05-02,1.68,,American,,,,,,
Ben Stephens,https://en.wikipedia.org/wiki/Ben_Stephens,1927-11-27,1.83,79.0,American,,,,,,
Everette Stephens,https://en.wikipedia.org/wiki/Everette_Stephens,1966-10-21,1.88,79.0,American,,,,,,
Jack Stephens,https://en.wikipedia.org/wiki/Jack_Stephens_(basketball),1933-05-18,1.91,84.0,American,,,,,,
Joe Stephens,https://en.wikipedia.org/wiki/Joe_Stephens_(basketball),,,,,,,,,,
Lance Stephenson,https://en.wikipedia.org/wiki/Lance_Stephenson,1990-09-05,1.96,104.0,American,,,,,,
Alex Stepheson,https://en.wikipedia.org/wiki/Alex_Stepheson,1987-08-07,2.08,113.0,American,,,,,,
Brook Steppe,https://en.wikipedia.org/wiki/Brook_Steppe,1959-11-07,1.96,88.0,American,,,,,,
Jack Stirling,https://en.wikipedia.org/wiki/Jack_Stirling,1917-11-16,1.96,,American,,,,,,
Barry Stevens,https://en.wikipedia.org/wiki/Barry_Stevens_(basketball),1963-01-17,1.96,88.0,American,,,,,,
Wayne Stevens,https://en.wikipedia.org/wiki/Wayne_Stevens_(basketball),1936-06-19,1.91,84.0,American,,,,,,
DeShawn Stevenson,https://en.wikipedia.org/wiki/DeShawn_Stevenson,1981-04-03,1.96,99.0,American,,,,,,
Dennis Stewart,https://en.wikipedia.org/wiki/Dennis_Stewart_(basketball),1947-04-11,1.98,100.0,American,,,,,,
Kebu Stewart,https://en.wikipedia.org/wiki/Kebu_Stewart,1973-12-19,2.03,108.0,American,,,,,,
Larry Stewart,https://en.wikipedia.org/wiki/Larry_Stewart_(basketball),1968-09-21,2.03,100.0,American,,,,,,
Michael Stewart,https://en.wikipedia.org/wiki/Michael_Stewart_(basketball),1975-04-25,2.08,104.0,French,,,,,,
Norm Stewart,https://en.wikipedia.org/wiki/Norm_Stewart,1935-01-20,,,,,,,,,
Greg Stiemsma,https://en.wikipedia.org/wiki/Greg_Stiemsma,1985-09-26,2.11,118.0,American,,,,,,
Steve Stipanovich,https://en.wikipedia.org/wiki/Steve_Stipanovich,1960-11-17,2.16,110.0,American,5323.0,13.2,3131.0,7.8,938.0,2.3
Bryant Stith,https://en.wikipedia.org/wiki/Bryant_Stith,1970-12-10,1.96,94.0,American,5946.0,10.1,1983.0,3.4,1178.0,2.0
Sam Stith,https://en.wikipedia.org/wiki/Sam_Stith,1937-07-22,1.88,84.0,American,,,,,,
Tom Stith,https://en.wikipedia.org/wiki/Tom_Stith,1939-01-21,1.96,95.0,American,,,,,,
Alex Stivrins,https://en.wikipedia.org/wiki/Alex_Stivrins,1962-11-29,2.03,100.0,American,,,,,,
David Stockton,https://en.wikipedia.org/wiki/David_Stockton,1991-06-24,1.8,75.0,American,,,,,,
John Stockton,https://en.wikipedia.org/wiki/John_Stockton,1962-03-26,1.85,79.0,American,19711.0,13.1,,,15806.0,10.5
Art Stoefen,https://en.wikipedia.org/wiki/Art_Stoefen,1914-08-29,1.96,,American,,,,,,
Ed Stokes,https://en.wikipedia.org/wiki/Ed_Stokes,1971-09-03,2.13,120.0,American,,,,,,
Greg Stokes,https://en.wikipedia.org/wiki/Greg_Stokes,1963-08-05,2.08,100.0,American,,,,,,
Jarnell Stokes,https://en.wikipedia.org/wiki/Jarnell_Stokes,1994-01-07,2.01,113.0,American,,,,,,
Maurice Stokes,https://en.wikipedia.org/wiki/Maurice_Stokes,1933-06-17,2.01,105.0,American,3315.0,16.4,3492.0,17.3,1062.0,5.3
Art Stolkey,https://en.wikipedia.org/wiki/Art_Stolkey,1920-10-23,1.85,82.0,American,,,,,,
Randy Stoll,https://en.wikipedia.org/wiki/Randy_Stoll,,,,,,,,,,
Diamond Stone,https://en.wikipedia.org/wiki/Diamond_Stone,1997-02-10,2.11,116.0,American,,,,,,
George Stone,https://en.wikipedia.org/wiki/George_Stone_(basketball),1946-02-09,2.01,88.0,American,,,,,,
Julyan Stone,https://en.wikipedia.org/wiki/Julyan_Stone,1988-12-07,1.98,91.0,American,,,,,,
Awvee Storey,https://en.wikipedia.org/wiki/Awvee_Storey,1977-04-18,1.98,102.0,American,,,,,,
Damon Stoudamire,https://en.wikipedia.org/wiki/Damon_Stoudamire,1973-09-03,1.78,78.0,American,11763.0,13.4,,,5371.0,6.1
Salim Stoudamire,https://en.wikipedia.org/wiki/Salim_Stoudamire,1982-10-11,1.85,86.0,American,,,,,,
Paul Stovall,https://en.wikipedia.org/wiki/Paul_Stovall,1948-08-16,1.93,98.0,American,,,,,,
Dave Strack,https://en.wikipedia.org/wiki/Dave_Strack,1923-03-02,,,,,,,,,
Ted Strain,https://en.wikipedia.org/wiki/Ted_Strain,1917-03-01,1.8,,American,,,,,,
Joe Strawder,https://en.wikipedia.org/wiki/Joe_Strawder,1940-09-21,2.08,107.0,American,1977.0,8.6,2296.0,9.9,245.0,1.1
Bill Stricker,https://en.wikipedia.org/wiki/Bill_Stricker,1948-01-22,2.06,95.0,American,,,,,,
Erick Strickland,https://en.wikipedia.org/wiki/Erick_Strickland,1973-11-25,1.91,95.0,American,3780.0,7.5,1317.0,2.6,1203.0,2.4
Mark Strickland,https://en.wikipedia.org/wiki/Mark_Strickland,1970-07-14,2.06,95.0,American,1281.0,4.6,771.0,2.7,102.0,0.4
Rod Strickland,https://en.wikipedia.org/wiki/Rod_Strickland,1966-07-11,1.91,79.0,American,14463.0,13.2,4084.0,3.7,7987.0,7.3
Roger Strickland,https://en.wikipedia.org/wiki/Roger_Strickland_(basketball),1940-09-04,1.96,91.0,American,,,,,,
John Stroeder,https://en.wikipedia.org/wiki/John_Stroeder,1958-07-24,2.08,118.0,American,,,,,,
Derek Strong,https://en.wikipedia.org/wiki/Derek_Strong,1968-02-09,2.03,100.0,American,3088.0,6.8,2213.0,4.9,291.0,0.6
Ted Strong,https://en.wikipedia.org/wiki/Ted_Strong,,,,,,,,,,
Lamont Strothers,https://en.wikipedia.org/wiki/Lamont_Strothers,1968-05-10,1.93,86.0,American,,,,,,
John Stroud,https://en.wikipedia.org/wiki/John_Stroud,1957-10-29,2.01,98.0,American,,,,,,
Red Stroud,https://en.wikipedia.org/wiki/Red_Stroud,1941-05-02,1.83,73.0,American,,,,,,
Rodney Stuckey,https://en.wikipedia.org/wiki/Rodney_Stuckey,1986-04-21,1.96,93.0,American,,,,,,
Gene Stump,https://en.wikipedia.org/wiki/Gene_Stump,1923-11-13,1.88,84.0,American,783.0,5.3,,,118.0,0.8
Stanley Stutz,https://en.wikipedia.org/wiki/Stanley_Stutz,"April 14, 1920",1.78,77.0,American,,,,,,
Kenny Suesens,https://en.wikipedia.org/wiki/Kenny_Suesens,"October 23, 1916",1.85,79.0,,,,,,,
Gary Suiter,https://en.wikipedia.org/wiki/Gary_Suiter,,,,,,,,,,
Jared Sullinger,https://en.wikipedia.org/wiki/Jared_Sullinger,1992-03-04,2.06,127.0,American,,,,,,
Jack Sullivan,https://en.wikipedia.org/wiki/Jack_Sullivan_(basketball),1935-07-27,1.93,,American,,,,,,
Bill Sumerix,https://en.wikipedia.org/wiki/Bill_Sumerix,1912-02-11,,,American,,,,,,
DaJuan Summers,https://en.wikipedia.org/wiki/DaJuan_Summers,1988-01-24,2.03,109.0,American,,,,,,
Barry Sumpter,https://en.wikipedia.org/wiki/Barry_Sumpter,1965-11-11,2.11,98.0,American,,,,,,
Sun Yue,https://en.wikipedia.org/wiki/Sun_Yue_(basketball),1985-11-06,2.06,98.0,Chinese,,,,,,
Don Sunderlage,https://en.wikipedia.org/wiki/Don_Sunderlage,1929-12-20,1.85,82.0,American,874.0,7.7,281.0,2.5,224.0,2.0
Jon Sundvold,https://en.wikipedia.org/wiki/Jon_Sundvold,1961-07-02,1.88,77.0,American,,,,,,
Bob Sura,https://en.wikipedia.org/wiki/Bob_Sura,1973-03-25,1.96,91.0,American,5654.0,8.6,2240.0,3.4,2474.0,3.8
Dick Surhoff,https://en.wikipedia.org/wiki/Dick_Surhoff,"November 16, 1929",1.93,95.0,American,,,,,,
George Sutor,https://en.wikipedia.org/wiki/George_Sutor,1943-09-14,2.03,107.0,American,380.0,4.9,404.0,5.1,30.0,0.4
Dane Suttle,https://en.wikipedia.org/wiki/Dane_Suttle,1961-08-09,1.91,86.0,American,,,,,,
Greg Sutton,https://en.wikipedia.org/wiki/Greg_Sutton_(basketball),1967-12-03,1.88,77.0,American,761.0,4.5,,,284.0,1.7
George Svendsen,https://en.wikipedia.org/wiki/George_Svendsen,,,100.0,,,,,,,
Keith Swagerty,https://en.wikipedia.org/wiki/Keith_Swagerty,1947-10-30,2.01,107.0,American,,,,,,
Bennie Swain,https://en.wikipedia.org/wiki/Bennie_Swain,1933-12-16,2.03,100.0,American,265.0,4.6,262.0,4.5,29.0,0.5
Hale Swanson,https://en.wikipedia.org/wiki/Hale_Swanson,1914-09-06,1.91,91.0,American,,,,,,
Norm Swanson,https://en.wikipedia.org/wiki/Norm_Swanson,1930-10-04,1.98,95.0,,,,,,,
Dan Swartz,https://en.wikipedia.org/wiki/Dan_Swartz,1934-12-23,1.93,98.0,American,175.0,4.5,88.0,2.3,21.0,0.5
Michael Sweetney,https://en.wikipedia.org/wiki/Michael_Sweetney,1982-10-25,2.03,134.0,American,,,,,,
Robert Swift,https://en.wikipedia.org/wiki/Robert_Swift,1985-12-03,2.16,127.0,American,,,,,,
Skeeter Swift,https://en.wikipedia.org/wiki/Skeeter_Swift,1946-06-19,1.91,93.0,American,,,,,,
Stromile Swift,https://en.wikipedia.org/wiki/Stromile_Swift,1979-11-21,2.08,100.0,American,,,,,,
Willard Swihart,https://en.wikipedia.org/wiki/Willard_Swihart,,1.91,86.0,American,,,,,,
Aaron Swinson,https://en.wikipedia.org/wiki/Aaron_Swinson,1971-01-09,1.96,3.0,American,,,,,,
Pape Sy,https://en.wikipedia.org/wiki/Pape_Sy,1988-04-05,2.01,95.0,French,,,,,,
Buck Sydnor,https://en.wikipedia.org/wiki/Buck_Sydnor,,,,,,,,,,
Larry Sykes,https://en.wikipedia.org/wiki/Larry_Sykes,1973-04-11,2.06,116.0,American,,,,,,
Brett Szabo,https://en.wikipedia.org/wiki/Brett_Szabo,1968-02-01,2.11,104.0,American,,,,,,
Walt Szczerbiak,https://en.wikipedia.org/wiki/Walt_Szczerbiak,1949-08-21,1.98,95.0,American,,,,,,
Wally Szczerbiak,https://en.wikipedia.org/wiki/Wally_Szczerbiak,1977-03-05,2.01,111.0,American,9195.0,14.1,2602.0,4.0,1532.0,2.4
Stan Szukala,https://en.wikipedia.org/wiki/Stan_Szukala,1918-06-12,1.85,79.0,American,,,,,,
Chris Babb,https://en.wikipedia.org/wiki/Chris_Babb,1990-02-14,1.96,102.0,American,,,,,,
Luke Babbitt,https://en.wikipedia.org/wiki/Luke_Babbitt,1989-06-20,2.06,102.0,American,,,,,,
Milos Babic,https://en.wikipedia.org/wiki/Milos_Babic,1968-11-03,2.13,109.0,Serbian,,,,,,
Johnny Bach,https://en.wikipedia.org/wiki/Johnny_Bach,1924-07-10,1.88,82.0,American,119.0,3.5,,,25.0,0.7
Henry Bacon,https://en.wikipedia.org/wiki/Henry_Bacon_(basketball),1948-07-05,1.91,93.0,American,,,,,,
Jim Baechtold,https://en.wikipedia.org/wiki/Jim_Baechtold,1927-12-09,1.93,93.0,American,3123.0,9.7,1009.0,3.1,685.0,2.1
John Bagley,https://en.wikipedia.org/wiki/John_Bagley_(basketball),1960-04-23,1.83,84.0,American,5802.0,8.7,1729.0,2.6,3980.0,6.0
Carl Bailey,https://en.wikipedia.org/wiki/Carl_Bailey,1958-04-23,2.08,95.0,American,,,,,,
Gus Bailey,https://en.wikipedia.org/wiki/Gus_Bailey,1951-02-18,1.96,84.0,American,389.0,2.6,244.0,1.7,168.0,1.1
James Bailey,https://en.wikipedia.org/wiki/James_Bailey_(basketball),1957-05-02,2.06,100.0,American,5246.0,8.8,2988.0,5.0,,
Thurl Bailey,https://en.wikipedia.org/wiki/Thurl_Bailey,1961-04-07,2.11,112.0,American,11834.0,12.8,4718.0,5.1,,
Toby Bailey,https://en.wikipedia.org/wiki/Toby_Bailey,1975-11-19,1.98,98.0,American,,,,,,
Frank Baird,https://en.wikipedia.org/wiki/Frank_Baird,1912-04-10,,,American,,,,,,
Cameron Bairstow,https://en.wikipedia.org/wiki/Cameron_Bairstow,1990-12-07,2.06,113.0,Australian,,,,,,
Jimmie Baker,https://en.wikipedia.org/wiki/Jimmie_Baker_(basketball),1953-12-25,2.06,100.0,American,,,,,,
Mark Baker,https://en.wikipedia.org/wiki/Mark_Baker_(basketball),1969-11-11,1.85,79.0,American,,,,,,
Maurice Baker,https://en.wikipedia.org/wiki/Maurice_Baker,1979-07-28,1.85,84.0,American,,,,,,
Norm Baker,https://en.wikipedia.org/wiki/Norm_Baker,,,,,,,,,,
Ron Baker,https://en.wikipedia.org/wiki/Ron_Baker_(basketball),1993-03-30,1.93,100.0,American,,,,,,
Vin Baker,https://en.wikipedia.org/wiki/Vin_Baker,1971-11-23,2.11,105.0,American,11839.0,15.0,5867.0,7.4,1509.0,1.9
Art Bakeraitis,https://en.wikipedia.org/wiki/Art_Bakeraitis,1925-02-19,1.93,95.0,American,,,,,,
